patent_id,title,abstract,patent_date,organization
11216544,Method and electronic device for obtaining biometric information in section in which image data is not transmitted to display,"The present invention relates to a method by which an electronic device including a biosensor obtains biometric information in a section in which image data is not transmitted to a display. An electronic device according to various embodiments of the present invention comprises: a display; a biosensor formed in at least a portion of the display; and a processor functionally connected with the display, and the biosensor, wherein the processor can extend a blank section of a reference signal, which is any one of a plurality of signals for driving the display in a state of sensing the biometric information of a user, and can drive the biosensor in the extended blank section of the reference signal so as to sense the biometric information of the user. The present invention can also include additional various embodiments.",2022-01-04,"Samsung Electronics Co., Ltd."
11216545,Authenticating and authorizing users regarding physical goods,"Briefly, a portable intelligent device is provided that has an audio input for receiving a voice input from a user and an event manager for detecting that an event has occurred. The intelligent device also stores a passcode and a voice-code indicative of the passcode that is unique to a particular user. The intelligent device presents the passcode to a user, for example, from a display on the device, or from smart phone or tablet wirelessly connected to the intelligent device. The user speaks the passcode into an input transducer (microphone) on the intelligent device, and a processor generates a voiceprint that reflects the spoken passcode. The processor then can use the stored voice-code and the generated voiceprint to determine if a specific user was speaking, and if the user spoke the correct passcode. In this way the intelligent device is able to authenticate or authorize a remote user simply by having the user anonymously speak a passcode into the intelligent device.",2022-01-04,null
11216546,Method for fingerprint authentication using force value,"The present invention generally relates to a method for authenticating a user of an electronic device comprising a fingerprint sensor. The method comprises acquiring a sequence of verification images. Estimating, based on the images a first and a second verification force value indicative of a force applied by the object on the fingerprint sensor when the verification images were acquired. A verification image representation and a verification force value forms a verification template for each of the first and second images and forces. Matching the first and second verification template with at least one of a plurality of stored fingerprint enrolment templates in a respective first and second matching step. When the first and second matching steps each results in a positive match between the respective verification template and a respective one of the plurality of stored fingerprint enrolment templates, providing a signal indicating successful authentication of the user.",2022-01-04,FINGERPRINT CARDS ANACATUM IP AB
11216547,Headset with fingerprint authentication,"Implementations of the subject matter described herein provide a “dual-mode” headset that is equipped with a fingerprint authentication apparatus. The headset can be coupled to an electronic device, such as personal computers (PCs) and tablets, and functions as a typical audio accessory to receive sound. In addition, by means of the associated fingerprint authentication apparatus, the headset also facilitates the user to log in his/her own account on that device.",2022-01-04,"Microsoft Technology Licensing, LLC"
11216548,Method and system for providing a brain computer interface,"A method for providing a brain computer interface that includes detecting a neural signal of a user in response to a calibration session having a time-locked component and a spontaneous component; generating a user-specific calibration model based on the neural signal; prompting the user to undergo a verification session, the verification session having a time-locked component and a spontaneous component; detecting a neural signal contemporaneously with delivery of the verification session; generating an output of the user-specific calibration model from the neural signal; based upon a comparison operation between processed outputs, determining an authentication status of the user; and performing an authenticated action.",2022-01-04,Arctop LTD
11216549,Security verification method and device,"Embodiments of the present invention provide a security verification method and a device, and relate to the field of communications technologies, so as to verify a user identity based on a wearing status monitoring result and a pairing result of the device. The method includes: monitoring, by a first device, a pairing status of the first device and a second device and/or a wearing status of the first device; receiving a user operation instruction, where the instruction includes information about an interface operated by a user; when it is determined, based on the information about the interface, that the interface is an access-restricted interface, determining a wearing status and/or a pairing status of the first device within a verification time window; determining, based on the wearing status and/or the pairing status within the verification time window, whether the first device is in a secure state; and locking the interface if the first device is in an insecure state; or responding to the user operation instruction if the first device is in the secure state.",2022-01-04,"HUAWEI TECHNOLOGIES CO., LTD."
11216550,Security-enhanced image display method and electronic device performing same,"An electronic device is provided. The electronic device includes a display, a processor, and a display driver integrated circuit (IC) configured to drive the display.",2022-01-04,"Samsung Electronics Co., Ltd."
11216551,Client device information for controlling access to web applications,"The described technology provides for plural application processes including at least one application in a browser to reliably acquire device information that can be used by other processes to accurately determine whether the plural applications are running on the same client device and/or are associated with aspects of the same client device. The more reliable determination of the devices associated with respective application processes can be used for various purposes such as, for example, user access management capabilities such as improved single sign-on (SSO) capability and/or improved multiple login prevention (MLP) capability.",2022-01-04,"Nasdaq, Inc."
11216552,System and method for verifying first time use of an information handling system,"An information handling system includes a basic input/output system that checks for a first-time password in NVRAM, and prompts a user for a password when the first-time password is present. A processor compares the password to the first-time password, deletes the first-time password from the NVRAM when the password matches the first-time password, and boots the information handling system when the password matches the first-time password.",2022-01-04,Dell Products L.P.
11216553,Machine scanning system with distributed credential storage,"Systems and methods are disclosed to implement a machine scanning system that stores machine access credentials in a distributed fashion in a pool of scanner nodes. In embodiments, a storage manager node is selected from the pool to manage the storage of each new credential. The storage manager partitions the credential into portions and distributes the portions among the nodes, which may store the portions under different encryptions. A credential storage metadata is updated to indicate portion assignments and also distributed. At scanning time, the node selected to perform the scan uses the credential storage metadata to gather the portions and reconstruct the credential. In embodiments, the portions may be assigned so that no single node holds all portions of the credential, and at least two nodes hold each portion. Advantageously, the disclosed storage scheme enhances the security and availability of access credentials used by the machine scanning system.",2022-01-04,"Rapid7, Inc."
11216554,"Determining apparatus, determining method, and determining program","A determining apparatus performs emulation of an attack code included in an attack request that is addressed to a web application (web server), based on the attack type of the attack code, and extracts a feature that appears in a response issued by the web application when the emulation results in a successful attack. The determining apparatus determines that the attack has succeeded if the feature is included in a response from the web application, and determines that the attack has failed if the feature is not included.",2022-01-04,Nippon Telegraph and Telephone Corporation
11216555,System and method of providing a set of convolutions to a computing device for detecting anomalous events,"A system and method is provided for providing a set of convolutions to a computing device for detecting anomalous events occurring in an operating system of the computing device. An exemplary method includes launching an agent in an operating system of a client device, registering, by the agent, events occurring in the operating system, for each registered event, determining a context of the event, wherein the context comprises a call stack at a moment of occurrence of the event, selecting a set of features based on the call stack of the event, generating a convolution based on the selected set of features of the event and the context of the event, and adding the generated convolution to a set of convolutions of events occurring on client devices, and providing, to a client device from which a request is received, the set of convolutions of events occurring on client devices.",2022-01-04,AO Kaspersky Lab
11216556,Side channel attack prevention by maintaining architectural state consistency,"The present disclosure is directed to systems and methods that maintain consistency between a system architectural state and a microarchitectural state in the system cache circuitry to prevent a side-channel attack from accessing secret information. Speculative execution of one or more instructions by the processor circuitry causes memory management circuitry to transition the cache circuitry from a first microarchitectural state to a second microarchitectural state. The memory management circuitry maintains the cache circuitry in the second microarchitectural state in response to a successful completion and/or retirement of the speculatively executed instruction. The memory management circuitry reverts the cache circuitry from the second microarchitectural state to the first microarchitectural state in response to an unsuccessful completion, flushing, and/or retirement of the speculatively executed instruction.",2022-01-04,Intel Corporation
11216557,System and method for detecting malicious software in NVMe over fabrics devices,"A system and a method to detect malicious software written to an Ethernet solid-state drive (eSSD). The system includes an Ethernet switch, at least one SSD, and a baseboard management controller (BMC). The Ethernet switch receives write data from a communication network in response to a write command. The at least one SSD receives the write data from the Ethernet switch and stores the received write data. The BMC receives from the at least one SSD the received write data. The BMC determines whether the received write data contains malicious software. The received write data may be contained in a plurality of Ethernet packets in which case the BMC stores the received write data in a scan buffer in an order that is based on an assembled order of the received write data.",2022-01-04,"Samsung Electronics Co., Ltd."
11216558,Detecting malwares in data streams,"Detecting malwares in data streams of interest. In an embodiment, for each malware signature of interest, a malware sub-pattern that is likely to occur at low frequencies in clean data streams is identified. When scanning a data stream for malwares, each portion of the data stream is examined for match with a malware sub-pattern of a malware signature. If there is no match with any portion of the data stream, it is concluded that the data stream is free of a first malware corresponding to the malware signature. If there is a match with a first portion of the data stream, the data stream is examined around the first portion for the malware signature, wherein the data stream is concluded to contain the first malware if the data stream around the first portion is found to match the malware signature.",2022-01-04,Quick Heal Technologies Private Limited
11216559,Systems and methods for automatically recovering from malware attacks,"The disclosed computer-implemented methods for automatically recovering from malware attacks may include (1) saving, in response to determining that a reputation of a process is unknown, a backup copy of a file on a remote storage device prior to allowing the process to modify the file; (2) determining, after the process has modified the file, that the process is potentially malicious; and (3) restoring, in response to determining that the process is potentially malicious, the backup copy of the file from the remote storage device. The provided methods may automatically recover computers from ransomware attacks and other malware attacks which encrypt file systems. Various other methods, systems, and computer-readable media are also disclosed.",2022-01-04,NortonLifeLock Inc.
11216560,Integrity preservation for master server that updates other systems,"A method includes monitoring access by a first user to a first updating server and a second updating server, suspending access by the first user to the second updating server when the first user accesses the first updating server to load code updates to the first updating server, comparing a first code update from the first updating server and a second code update from the second updating server, and downloading the first code update based on the comparing step. The downloading step occurs only when the first code update and the second code update are identical.",2022-01-04,"AT&T Intellectual Property I, L.P."
11216561,Executing processes in sequence,"In an example, a machine-readable medium includes instructions that, when executed by a processor, cause the processor to order, as part of an execution of a trusted process, a plurality of processes into a sequence comprising a first process, at least one intermediate process, and a last process. The machine-readable medium may further comprise instruction to cause the processor to generate, as part of an execution of the first process, a value based on a code portion of the process following the first process in the sequence, and to generate, as part of an execution of each intermediate process, a respective value based on the value generated by the process preceding the intermediate process in the sequence and based on a code portion associated with the process following the intermediate process in the sequence.",2022-01-04,"Hewlett-Packard Development Company, L.P."
11216562,Double wrapping for verification,"Methods, systems, and devices for double wrapping for verification are described. In some cases, a memory subsystem can receive a firmware image for the memory subsystem where the firmware image is signed with a first signature according to a first signing procedure. The memory subsystem can then verify an integrity of the firmware image based on the first signing procedure. After verifying the integrity of the firmware image, the memory subsystem can then generate a second signature for the firmware image based on a second signing procedure different from the first signing procedure. The memory subsystem can then write the second signature to the firmware image. The memory subsystem can then perform a verification process to verify the integrity of the firmware image based on one or both of the first signing procedure or the second signing procedure. In this case, a first verification time is associated with the first signing procedure and is greater than a second verification time associated with the second signing procedure.",2022-01-04,"Micron Technology, Inc."
11216563,Security assessment of virtual computing environment using logical volume image,"Systems for performing a security assessment of a target computing resource, such as a virtual machine or an instance of a virtual machine, include a scanning service that facilitates duplication of all or a portion of the target computing resource, and then performs the security assessment on the duplicate computing resource to avoid consuming processing time, processing power, and storage space of the target computing resource. A snapshot of the target computing resource, containing the data necessary to reproduce the portion to be assessed, is captured and used to implement the duplicate computing resource in newly allocated resources. The snapshot can be an image of a logical volume implementing the target computing resource. To reproduce a target virtual machine, the snapshot may include a configuration used to instantiate the target virtual machine; the scanning service may implement a duplicate virtual machine that is instantiated with the same configuration.",2022-01-04,"Amazon Technologies, Inc."
11216564,Data movement perimeter monitoring,"A system and method is provided for improving data movement perimeter monitoring, and detecting non-compliant data movement within a computing environment. The perimeter monitoring process includes generating a forwarding configuration associated with activity logs, such as activity logs associated with a test environment. The forwarding configuration may include specific fields and file types or the contents of those specific fields and files that facilitate, or are necessary for, perimeter monitoring or otherwise determining which activity log data elements are needed by the “operational intel tool” to reduce, or even substantially reduce, the amount of data input or analyzed by the operational intel tool, and thus, to reduce its processing load. The forwarding configuration is input into an “operational intel tool”. Mainframe data is normalized and analyzed to identify abnormal data flows and generate electronic alerts to facilitate perimeter monitoring. False positives may be identified before the alerts are communicated.",2022-01-04,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY
11216565,Systems and methods for selectively encrypting controlled information for viewing by an augmented reality device,"The disclosed computer-implemented method for selectively encrypting controlled information for viewing by an augmented reality device may include (i) automatically identifying, at a computing device and using at least one of natural language processing and/or a pre-defined data loss prevention policy, a portion of a source text including controlled information, (ii) tokenizing the portion of the source text, and (iii) performing a security action that may include (A) generating a public key, (B) encrypting the tokenized portion of the source text with the public key to produce an encrypted marker, and (C) replacing the portion of the source text with the encrypted marker to produce a replacement document. Various other methods, systems, and computer-readable media are also disclosed.",2022-01-04,NortonLifeLock Inc.
11216566,System and method for encryption of ephemeral storage,"Disclosed are systems and methods for encryption of an ephemeral layer of one or more containers. An exemplary method comprises detecting a container starting execution in an operating system, generating a temporary encryption key and storing the temporary encryption key in memory of a kernel of the operating system, creating an encrypted area as the ephemeral layer in a storage device, the encrypted area accessible only by the container, providing to the container access to the encrypted area, and responsive to stopping execution of the container, destroying the temporary encryption key.",2022-01-04,Virtuozzo International GmbH
11216567,"Defining privileges in association with the automated configuration, implementation and/or maintenance of a healthcare information system","Systems, methods and computer-readable media having computer-executable instructions embodied thereon, for automated configuration, implementation and/or maintenance of a healthcare information system are provided. The systems, methods and computer-readable media of embodiments described herein utilize a number of information sources prior to initiation of configuration, implementation and/or maintenance to tailor or flex the process in a manner that is facility- and/or personnel-specific, thus alleviating solicitation of unnecessary information. Such information sources may include, by way of example only, one or more of facility- and/or personnel-specific content, facility and personnel profiles, site profiles, help and knowledge assistance information, and pre-configured content options. The more information to which the system has access prior to initiation of the configuration, implementation and/or maintenance process, the more tailored the configuration, implementation and/or maintenance may be and, accordingly, the less time and effort will be required by a user.",2022-01-04,"CERNER INNOVATION, INC."
11216568,Server-side rendering password protected documents,"In some examples, a system for server-side rendering of password-protected files can receive, from a client device, a request to view a file on the system, determine that the file should be converted to a different format prior to presentation at the client device, and determine that the file is a password-protected file. The system can send a response to the client device indicating the file is a password-protected file. In response to receiving the password from the client device, the system can generate, based on the password, a preview of the password-protected file including at least a portion of the password-protected file rendered in the different format. After generating the preview, the system can store an encrypted copy of the preview in storage for future requests, and send the preview to the client device.",2022-01-04,"Dropbox, Inc."
11216569,Data masking system,"A data conversion unit that converts all or part of first data including secret target information and a part including the secret target information, into second data for reading or viewing; a masking processing unit that performs masking processing on the second data, thereby generating masking data; a storage unit that stores the masking data; and an output unit that outputs the masking data stored in the storage unit.",2022-01-04,"PROSPER CREATIVE CO., LTD."
11216570,Reducing compromise of sensitive data in virtual machine,"Techniques for reducing compromise of sensitive data in a virtual machine are described. During initiation of a secure string instance of a program module in memory allocated to the virtual machine, the program module can receive sensitive data in plaintext and retrieves parameters sourced from outside the allocated memory. During the execution of the program module, the sensitive data can be encrypted using a key based on the parameters to obtain encrypted data. The program module can overwrite the sensitive data with the encrypted data. The program module can receive a trigger to send a message that is generated using the sensitive data. The encrypted data can be decrypted using the key based on the parameters to obtain the sensitive data. After encryption and decryption, the program module can generate the message using the sensitive data and overwrite the sensitive data and the parameters used to encrypt the sensitive data.",2022-01-04,Visa International Service Association
11216571,Credentialed encryption,Examples associated with credentialed encryption are described. One example method includes receiving an encryption request from a local process via a secure channel. The encryption request includes a credential associated with the local process. Whether the local process is authorized to access an encryption function is verified using the credential. The encryption function specified in the encryption request is performed using a security key unique to a system performing the method. A result of the encryption function is provided to the local process.,2022-01-04,"Hewlett-Packard Development Company, L.P."
11216572,"Information processing system, method for providing service data, and method for building information processing system",An information processing system 100 includes a client node 1 and an issuing node 2 for issuing a coupon having terms of use Q1. The client node 1 includes a use request unit 155 that requests to use the coupon by presenting user data D held by a user of the client node 1. The issuing node 2 includes: a use request verification unit 253 for verifying whether the information included in the user data D satisfies the terms of use Q1 upon the use request from the use request unit 155; and a use authorization unit 254 that authorizes the client node 1 to use the coupon when the information satisfies the terms of use Q1.,2022-01-04,TOHOKU UNIVERSITY
11216573,Privacy preservation in private consensus networks,"Implementations of the present disclosure include receiving a record corresponding to a private transaction recorded in two or more private state databases of entities participating in the private transaction within a distributed ledger system (DLS), generating a data representation based on the record, transmitting the data representation for public consensus processing within the DLS, and recording within a public ledger of the DLS, and providing a public record for recording in the DLS, the public record being recorded in a public state database of each of entity participating in the DLS.",2022-01-04,United Services Automobile Association (USAA)
11216574,System and method for controlling access to aspects of an electronic messaging campaign,A system for controlling access within an enterprise to information associated with recipients of an electronic message campaign of the enterprise sent to a plurality of recipient devices wherein the enterprise includes hierarchically structured Business Units having an enterprise level Business Unit at the highest level and a plurality of second level Business Units and an enterprise system communicatively coupled to a network and including an enterprise level device communicatively coupled to a plurality of second level devices includes a server and an electronic message engine The server is configured to assign an enterprise account to the enterprise system and to allow the enterprise level device to communicate selected portions of the recipient list. The electronic message engine is configured to generate electronic messages within a message campaign for sending to recipients identified by each of the second level devices from the selected portions of the recipient list.,2022-01-04,"salesforce.com, inc."
11216575,Enhanced securing and secured processing of data at rest,"In one embodiment, data at rest is securely stored. A data safe performing data plane processing operations in response to requests of received read data requests, received write data requests, and received read information responses, with the data safe being immutable to processing-related modifications resulting from said performing data plane processing operations. Performing these data plane processing operations does not expose any pilot keys outside the data safe in plaintext form nor in encrypted form. The pilot keys are used to encrypt information that is subsequently stored in a storage system. In one embodiment, the information encrypted and decrypted by the data safe includes data structure instances including feature-preserving encrypted entries generated using feature-preserving encryption on corresponding plaintext data items. In one embodiment, a data vault performs queries on the data structure instances including feature-preserving encrypted entries after retrieval from storage and decryption by the data safe.",2022-01-04,"Q-Net Security, Inc."
11216576,"Systems, methods, and computer-readable media for utilizing anonymous sharding techniques to protect distributed data","Systems, methods, and computer-readable media for protecting distributed data are provided. The data is distributed according to a time-based shard distribution scheme that splits data into multiple pieces to prevent an attacker who successfully breaches a terminal device from reassembling the pieces.",2022-01-04,TECHNOLOGY INNOVATION INSTITUTE
11216577,"Systems, methods, and computer-readable media for utilizing anonymous sharding techniques to protect distributed data","Systems, methods, and computer-readable media for protecting distributed data are provided. The data is distributed according to a time-based shard distribution scheme that splits data into multiple pieces to prevent an attacker who successfully breaches a terminal device from reassembling the pieces.",2022-01-04,TECHNOLOGY INNOVATION INSTITUTE
11216578,Data analysis method and data analysis system,"According to a data analysis method by which time required for data analysis is shortened and practicality is improved, a client terminal requests institution terminals to perform analysis of a matching attribute; each of the institution terminals encrypts an element belonging to the matching attribute within a database and sends the converted data to an outsource terminal; the outsource terminal integrates the plurality of converted data sent from the institution terminals and sends the integrated converted data to the institution terminals; and each of the institution terminals compares each matching attribute of a plurality of the elements within the database of the institution terminal against the integrated converted data, thereby identifying, as a common element, an element associated with the matching attribute and held in common by the institution terminals.",2022-01-04,OSAKA UNIVERSITY
11216579,Natural language processor extension transmission data protection,"A natural language query can be received at a main natural language processor inside a data protection compliance boundary in a computer system. The natural language query can be processed via the main natural language processor. The data from the query can be transmitted to a data protection computer component. It can be determined via the data protection component whether the data from the query includes protected data whose transmission to a computerized extension would violate a computer-readable data protection rule. The extension is outside the compliance boundary in the computer system and is configured to participate in responding to natural language queries received by the main natural language processor. In response to determining that the data from the query includes the protected data, transmission of the protected data from the main natural language processor to the extension as part of responding to the query can be inhibited.",2022-01-04,"Microsoft Technology Licensing, LLC"
11216580,Secure machine learning using shared data in a distributed database,"A secure machine learning system of a database system can be implemented to use secure shared data to train a machine learning model. To manage the model, a first user of the database can share data in an encrypted view with a second user of the database, and further share one or more functions of an application that accesses the data while the data is encrypted. The second user can access functions of the application and can call the functions to generate a trained machine learning model and further generate machine learning outputs (e.g., predictions) from the trained model.",2022-01-04,Snowflake Inc.
11216581,Secure document sharing in a database system,"Provided herein are systems and methods for secure document sharing in a database system. For example, a system includes at least one hardware processor and a memory. The memory stores instructions that cause the at least one hardware processor to perform operations including receiving a query for a data set from a client device. The data set is shared in a data exchange by a data provider. The operations further include retrieving a data file responsive to the query for the data set. A security function is applied to the retrieved data file to generate a modified data file. A scoped uniform resource locator (URL) associated with the modified data file is encoded for transmission to the client device. The scoped URL includes an encrypted hash with a storage location of the modified data file.",2022-01-04,Snowflake Inc.
11216582,Secure data sharing in a multi-tenant database system,"Systems, methods, and devices for implementing secure views for zero-copy data sharing in a multi-tenant database system are disclosed. A method includes granting, to one or more cross-accounts, access to a share object comprising a secure view and usage functionality associated with a user-defined function (UDF) to underlying data without providing a view of the procedural logic associated with the UDF.",2022-01-04,Snowflake Inc.
11216583,System and method for secure analysis of datasets,The present application provides a computer system which allows a user to make available a dataset for analysis by others whilst hiding the contents of the dataset.,2022-01-04,CREME SOFTWARE LIMITED
11216584,"Management server, data viewing system, and non-transitory computer readable medium","A management server includes a transfer unit and a transmission unit. The transfer unit conceals, in a case where personal information is included in usage history data of an apparatus, the personal information, and transfers the usage history data to a server. The transmission unit transmits, in a case where analysis data of the usage history data is transmitted to a terminal, restoration information for restoring the concealed personal information included in the analysis data to the terminal.",2022-01-04,FUJIFILM Business Innovation Corp.
11216585,User interface for private interactions by users,"A social application provides a user interface that allows private or non-public interactions by users in a relationship (e.g., a dating or family relationship), which acts as a “private space” for those users. The private space can be created behind a main interface of a social application so that it is easily accessible by swiping away or otherwise revealing the private interface. Users can easily return to the main interface, such that a user can flip back and forth between private and more public environments. The private space can include user interfaces accessible via tabs or links, such as a homepage interface, a chat interface, a photos interface, and a dates interface that together allow users to communicate privately, share photos and important dates. One user can also receive notifications in either the main or private interfaces that notify the user of the other user's actions in either interface.",2022-01-04,"Meta Platforms, Inc."
11216586,Multi-dimensional progressive security for personal profiles,"Aspects of the subject disclosure may include, for example, a system that includes a processing system including at least one processor and a memory that stores executable instructions that, when executed by the processing system, facilitate performance of operations including receiving a unique identifying number for an entity, a vector associated with the entity, and a timestamp from a requestor, generating a key using the unique identifying number, the vector, and the timestamp, and sending the key to the requestor, wherein the requestor uses the key to store information associated with the entity. Other embodiments are disclosed.",2022-01-04,"AT&T Intellectual Property I, L.P."
11216587,Log tokenization in an integration platform,"Disclosed herein are system, method, and device embodiments for implementing log tokenization in an integration platform system. An integration platform may provide a declaratively-configurable logger asset for deployment in an integration-application design tool, and package the declaratively configurable logger asset in an integration application at least partially built via the integration-application design tool. In addition, the integration application may identify sensitive information in original log data of the integration application, and generate modified log data based on tokenization of the sensitive information. Further, the integration application may log the modified log data into a log file.",2022-01-04,"salesforce.com, inc."
11216588,Private cross-media measurement using HMAC and bloom filters,"A cross-measurement system gathers data from a set of publishers to determine cross-publisher statistics about content provided on multiple online platforms associated with different publishers. The cross-measurement system receives a set of publisher-specific Bloom filters associated with content exposure of a content set by each of the multiple publishers. using the received publisher-specific Bloom filters, the cross-measurement system generates a cross-publisher Bloom filter, for example, by combining the publisher-specific Bloom filters. Then, the cross-measurement system analyzes the cross-publisher Bloom filter to determine cross-publisher statistics reflecting the content exposure of the content set across the set of publishers, such as a cross-publisher reach of the content set.",2022-01-04,"Meta Platforms, Inc."
11216589,Dataset origin anonymization and filtration,Embodiments also include a method for filtering and securing content of datasets in computer readable form designated for release to reduce discernable inferences therein. The method includes receiving a first dataset having first records associated with a quasi-identifier. The first records have respective first data values associated with the quasi-identifier. The method includes receiving a second dataset having second records associated with the quasi-identifier. The second records have respective second data values associated with the quasi-identifier. The method includes defining a first cluster having a first boundary based on a combination of the first dataset and the second dataset. The method includes replacing a first one of the first data values with the first boundary and a second one of the second data values with the first boundary.,2022-01-04,International Business Machines Corporation
11216590,"Systems, methods, and media for generating documents containing confidential information","Mechanisms for generating documents with confidential information are provided, the mechanisms comprising: sending, from a user device, a request for a first document with confidential information to a first collection of at least one hardware processor in a low-trust network that is not entitled to access the confidential information; receive a uniform resource locator (URL) corresponding to the first document from the first collection of at least one hardware processor at the user device; request, from the user device, the first document using the URL from a second collection of at least one hardware processor in a high-trust network that is entitled to access the confidential information; receive the first document at the user device; and cause the first document to be presented. In some of these mechanisms, the user device is in the high trust network.",2022-01-04,"Capital IQ, Inc."
11216591,Incremental authentication for memory constrained systems,"Apparatus and associated methods relate to authenticating a back-to-front-built configuration image. In an illustrative example, a circuit may include memory configured to store a signature S, a second hash H2, and a first data chunk C1. Signature S may be signed on a first hash H1. H1 may be the hash for H2 and C1. If signature S passes verification, a hash engine may perform hash functions on C1 and H2 to generate a hash H1′. H1′ may be compared with H1 to indicate whether C1 has been tampered with or not. By using the incremental authentication, a signature that appears at the beginning of the image may be extended to the entire image while only using a small internal buffer. Advantageously, internal buffer may only need to store two hashes Hi, Hi+1, and a data chunk Ci, or, a signature S, a hash Hi, and a data chunk Ci.",2022-01-04,"Xilinx, Inc."
11216592,Dynamic cryptographic key expansion,"Some embodiments include systems and methods for the management of a plurality of expanded cryptographic keys associated with a plurality of corresponding Protected Software Environments (PSEs) supervised by PSE-management software running on a computer system. In one embodiment, a computer system has a first processor, a first memory controller, and a first RAM. The first memory controller has a first memory cryptography circuit connected between the first processor and the first RAM. The memory cryptography circuit comprises a keystore and a first cryptographic engine. The keystore comprises a seedstore and a key-expansion engine. The seedstore is configured to store a first plurality of cryptographic key seeds accessible by a key identifier, for use by the key-expansion engine to generate expanded keys, where each key seed corresponds to a corresponding client.",2022-01-04,QUALCOMM Incorporated
11216593,"Data protection circuit of chip, chip, and electronic device","A data protection circuit of a chip, a chip, and an electronic device, where the data protection circuit performs bit width expansion and scrambling processing on a first alarm signal using an operation circuit to obtain a second alarm signal, and outputs the second alarm signal to a processing circuit. The processing circuit performs descrambling processing after receiving the second alarm signal to obtain a descrambling result. When the second alarm signal is attacked, the descrambling fails, and the descrambling result is an active level. The processing circuit outputs the descrambling result to a reset request circuit, and the reset request circuit generates a reset request signal according to the descrambling result.",2022-01-04,"HUAWEI TECHNOLOGIES CO., LTD."
11216594,Countermeasures against hardware side-channel attacks on cryptographic operations,"Embodiments are directed to countermeasures against hardware side-channel attacks on cryptographic operations. An embodiment of an apparatus includes multiple crypto cores; and a current source including multiple current source blocks, the current source blocks including a respective current source block associated with each of the crypto cores, and wherein the current sources blocks are switchable to switch on a current source block associated with each active core of the multiple crypto cores and to switch off a current source associated with each inactive core of the multiple cryptographic cores.",2022-01-04,Intel Corporation
11216595,Encryption engine with an undetectable/tamper-proof private key in late node CMOS technology,"A private key of a public-private key pair with a corresponding identity is written to an integrated circuit including a processor, a non-volatile memory, and a cryptographic engine coupled to the processor and the non-volatile memory. The private key is written to the non-volatile memory. The integrated circuit is implemented in complementary metal-oxide semiconductor 14 nm or smaller technology. The integrated circuit is permanently modified, subsequent to the writing, such that further writing to the non-volatile memory is disabled and such that the private key can be read only by the cryptographic engine and not off-chip. Corresponding integrated circuits and wafers are also disclosed.",2022-01-04,International Business Machines Corporation
11216596,Semiconductor system capable of scrambling addresses,"A semiconductor system in accordance with an embodiment includes a module controller and a plurality of semiconductor chips configured to receive logical addresses from the module controller. The semiconductor system also includes a plurality of scramble circuits, with a scramble circuit provided for each of the plurality of semiconductor chips, configured to receive the logical addresses and to output corresponding physical addresses for the plurality of semiconductor chips. Each scramble circuit of the plurality of scramble circuits is configured to receive the same logical address and to output a corresponding physical address different from the physical addresses output by the other scramble circuits of the plurality of scramble circuits.",2022-01-04,SK hynix Inc.
